שנת לימודים,שם מחוז,שם רשות,סמל מוסד,שם מוסד,חמשון טיפוח,סטטוס מוסד,סוג חינוך מוסד,שלבי חינוך במוסד,מגזר,סוג פיקוח,מעמד משפטי, שעות הוראה,עלות  שעות הוראה,שעות פרטניות, שעות שהיה,שעות הדרכה,עלות תיקצוב שעות הדרכה,שעות איחוד משכורת , עלות תיקצוב שעות איחוד משכורת ,"שעות בודדות -חנ""מ - חופשות","עלות שעות בודדות -חנ""מ - חופשות","שכ""ל",גני ילדים,שירותי היקף,תקציב הסעות ,פרויקטים והעברות לרשויות מקומיות ובעלויות,שעות רשת חינוך עצמאי ומעיין חינוך תורני , עלות שעות רשת חינוך עצמאי ומעיין חינוך תורני ,שעות מוסדות פטור,עלות שעות מוסדות פטור,שירותי עזר - מוסדות פטור,מספר תלמידים בפועל חינוך רגיל,מספר תלמידים בפועל חינוך מיוחד, מס' כיתות  חינוך רגיל, מס' כיתות  חינוך מיוחד,"סה""כ תקציב שכר ותשלומים",הערות
תשעו,ירושלים,ירושלים,372904,נתיבות שלום,חלש,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,094",0,0,351,"1,440,486","208,597",329,0,15.0,0.0,"1,660,177", 
תשעו,ירושלים,ירושלים,372938,ישיבת נתיב הדעת,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"423,751",0,0,0,"5,962",0,0,0,0,0,58,0,2.0,0.0,"429,713", 
תשעו,ירושלים,ירושלים,373159,דרך המלך,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"392,369",0,0,0,"6,447",0,0,0,0,0,72,0,3.0,0.0,"398,816", 
תשעו,ירושלים,ירושלים,373167,תורת חיים,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"425,729",0,0,0,"6,243",0,0,0,0,0,54,0,4.0,0.0,"431,972", 
תשעו,ירושלים,ירושלים,373209,קול אריה,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"591,924",0,0,0,"6,212",0,0,0,0,0,80,0,3.0,0.0,"598,136", 
תשעו,ירושלים,ירושלים,378125,אליתים אלערבי,חלש,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,552",0,0,0,0,0,147,0,5.0,0.0,"10,552", 
תשעו,ירושלים,ירושלים,410548,אלזהרא אלנמודג'יה,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,886,195",0,0,0,0,0,340,0,13.0,0.0,"1,886,195", 
תשעו,ירושלים,ירושלים,410571,אלנוריין,חלש - בינוני,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"903,963",0,0,0,0,0,199,0,7.0,0.0,"903,963", 
תשעו,ירושלים,ירושלים,410902,עולמאא אלג'ד,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,764,795",0,0,0,0,0,851,0,25.0,0.0,"3,764,795", 
תשעו,ירושלים,ירושלים,411074,"ת""ת דחסידי בעלזא",חלש,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"54,844",0,"545,951",0,0,0,0,0,65,0,3.0,0.0,"600,796", 
תשעו,ירושלים,ירושלים,411157,אלהדאיה אלנמודג'יה,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,129,729",0,0,0,0,0,431,0,13.0,0.0,"2,129,729", 
תשעו,ירושלים,ירושלים,412197,אפיקים, ,פעיל,מיוחד,יסודי ועליונה,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"409,021",0,"1,380,508",0,0,0,0,0,0,40,0.0,5.0,"1,789,529", 
תשעו,ירושלים,ירושלים,412247,אמרי מלך,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,278",0,0,210,"863,424","125,158",224,0,9.0,0.0,"997,860", 
תשעו,ירושלים,ירושלים,412536,"ת""ת חכמת שלמה חסידי",חלש,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,503",0,0,232,"954,539","139,065",230,0,10.0,0.0,"1,103,107", 
תשעו,ירושלים,ירושלים,412619,בנות צופיה,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,061,947",0,0,0,0,0,365,0,14.0,0.0,"2,061,947", 
תשעו,ירושלים,ירושלים,412676,דאר אל חכמה,חלש - בינוני,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,446,142",0,0,0,0,0,532,0,17.5,0.0,"2,446,142", 
תשעו,ירושלים,ירושלים,419242,אקדמיית אלמסתקבאל,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,455,587",0,0,0,0,0,302,0,10.0,0.0,"1,455,587", 
תשעו,ירושלים,ירושלים,419259,נור אלהודא אלמקדסיה,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,329,325",0,0,0,0,0,290,0,10.0,0.0,"1,329,325", 
תשעו,ירושלים,ירושלים,419267,צלעה בנות,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,רשמי,717,"5,689,652",121,117,0,0,0,0,0,0,"20,729",0,"628,415",0,"212,112",0,0,0,0,0,368,15,15.0,1.0,"6,550,907", 
תשעו,ירושלים,ירושלים,420638,דרכי חיים, ,פעיל,מיוחד,יסודי ועליונה,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"568,476",0,"3,581,093",0,0,0,0,0,0,71,0.0,9.0,"4,149,569", 
תשעו,ירושלים,ירושלים,420646,ריאד אלסלאחין, ,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"674,904",0,0,0,0,0,169,0,6.0,0.0,"674,904", 
תשעו,ירושלים,ירושלים,430025,"ממ""ד ג.מרדכי",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,616,"4,800,641",97,99,0,0,0,0,0,0,0,0,"682,765",0,"414,387",0,0,0,0,0,349,9,13.0,1.0,"5,897,793", 
תשעו,ירושלים,ירושלים,430199,שירת מרים,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"703,977",0,0,0,0,0,113,0,4.5,0.0,"703,977", 
תשעו,ירושלים,ירושלים,430348,אלמוסתקבאל רוואד יסו,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,693,591",0,0,0,0,0,377,0,12.0,0.0,"1,693,591", 
תשעו,ירושלים,ירושלים,430355,בית ספר אלעזיזה,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"217,516",0,0,0,0,0,50,0,1.5,0.0,"217,516", 
תשעו,ירושלים,ירושלים,430363,גיל אלמוסתקבל,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,015,852",0,0,0,0,0,683,0,20.0,0.0,"3,015,852", 
תשעו,ירושלים,ירושלים,430389,פרומיס סקול יסודי,חלש - בינוני,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"603,082",0,0,0,0,0,122,0,4.5,0.0,"603,082", 
תשעו,ירושלים,ירושלים,430421,אלגבל אלנמודג'יה יס', ,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,תשלומים הוקפאו במהלך שנת הלימודים בנושא תקציבי אחד או יותר
תשעו,ירושלים,ירושלים,430439,בית ספר רואא,חלש - בינוני,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,092,346",0,0,0,0,0,193,0,7.5,0.0,"1,092,346", 
תשעו,ירושלים,ירושלים,430512,תפארת מרדכי שלמה,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,408",0,0,0,0,0,14,0,7.0,0.0,"54,408", 
תשעו,ירושלים,ירושלים,430884,חורב,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,612,"4,802,730",98,103,0,0,0,0,0,0,0,0,"577,736",0,"218,402",0,0,0,0,0,383,0,12.0,0.0,"5,598,868", 
תשעו,ירושלים,ירושלים,436725,"ממ""ד גוננים",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,865,"6,823,399",156,146,0,0,0,0,0,0,0,0,"807,518",0,"443,486",0,0,0,0,0,453,9,15.0,1.0,"8,074,404", 
תשעו,ירושלים,ירושלים,440412,תיכון מקיף אלראזי,חלש,פעיל,רגיל,יסודי ועליונה,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"2,768,900",0,0,0,"2,999,118",0,0,0,0,0,"1,225",0,39.0,0.0,"5,768,018", 
תשעו,ירושלים,ירושלים,440446,עמל תלמים תורני,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"3,961,705",0,711,"5,332","447,579",0,0,0,0,0,157,0,7.0,0.0,"4,415,327", 
תשעו,ירושלים,ירושלים,440461,אור אברהם טשכנוב,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"486,868",0,0,0,"6,418",0,0,0,0,0,66,0,4.0,0.0,"493,286", 
תשעו,ירושלים,ירושלים,440529,"ת""ת אמונת ציון -בנים",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"288,644",0,"71,110",460,"2,625,363",0,0,0,198,8,9.5,1.0,"2,985,117", 
תשעו,ירושלים,ירושלים,440636,ישיבת ברכת תורה,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"346,921",0,0,0,"6,288",0,0,0,0,0,43,0,4.0,0.0,"353,209", 
תשעו,ירושלים,ירושלים,440677,דרכי שרה,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,ממלכתי דתי,מוכר,0,0,0,0,0,0,0,0,0,0,"2,933,715",0,982,0,"416,982",0,0,0,0,0,139,0,6.0,0.0,"3,351,678", 
תשעו,ירושלים,ירושלים,440685,בית שכונת זגיר,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,009,322",0,0,0,0,0,421,0,14.0,0.0,"2,009,322", 
תשעו,ירושלים,ירושלים,440693,אלראזי,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,647,101",0,0,0,0,0,534,0,16.0,0.0,"2,647,101", 
תשעו,ירושלים,ירושלים,440776,תהלות אליהו,חלש,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"189,023",0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,"189,023",תשלומים הוקפאו במהלך שנת הלימודים בנושא תקציבי אחד או יותר
תשעו,ירושלים,ירושלים,440784,"ראס אלעמוד ע""ס לבנות",חלש,פעיל,רגיל,"חט""ב ועליונה",ערבי,ממלכתי,רשמי,842,"7,554,122",133,289,0,0,0,0,0,0,"5,564,604",0,"1,131,795",0,"441,646",0,0,0,0,0,"1,029",6,37.0,1.0,"14,692,167", 
תשעו,ירושלים,ירושלים,440974,אלאקאדמייה אלאקליה,בינוני,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,948",0,0,0,0,0,53,0,3.5,0.0,"48,948", 
תשעו,ירושלים,ירושלים,442657,עמלנו - עמל תורני,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"4,167,585",0,"4,764",0,"230,567",0,0,0,0,0,139,0,7.0,0.0,"4,402,917", 
תשעו,ירושלים,ירושלים,442665,משנת חיים,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"339,573",0,"2,037,634",0,0,0,0,0,163,59,6.5,5.0,"2,377,206", 
תשעו,ירושלים,ירושלים,442707,אהבת תורה,בינוני - חזק,סגור,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"1,666",0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,"1,666",תשלומים הוקפאו במהלך שנת הלימודים בנושא תקציבי אחד או יותר
תשעו,ירושלים,ירושלים,442723,עתידך ירושלים,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"4,144,414",0,375,0,"771,468",0,0,0,0,0,126,0,7.0,0.0,"4,916,256", 
תשעו,ירושלים,ירושלים,442764,מ.תורני דחסידי באבוב,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"562,830",0,0,0,"6,596",0,0,0,0,0,79,0,4.0,0.0,"569,426", 
תשעו,ירושלים,ירושלים,442855,הרטמן בנות,בינוני - חזק,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,303,"2,704,209",47,99,0,0,79,"524,858",0,0,"2,125,096",0,"346,856",0,"322,708",0,0,0,0,0,312,0,12.0,0.0,"6,023,727", 
תשעו,ירושלים,ירושלים,442863,ישיבת פאר מרדכי,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"440,637",0,0,0,"6,407",0,0,0,0,0,62,0,4.0,0.0,"447,043", 
תשעו,ירושלים,ירושלים,447466,חורב בנות,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,582,"4,602,777",96,102,0,0,0,0,0,0,0,0,"526,697",0,"151,355",0,0,0,0,0,349,0,12.0,0.0,"5,280,828", 
תשעו,ירושלים,ירושלים,455147,אשירה-שיח סוד, ,פעיל,מיוחד,יסודי ועליונה,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"1,759,383",0,"6,189,062",0,0,0,0,0,0,105,0.0,14.0,"7,948,445", 
תשעו,ירושלים,ירושלים,455451,שלחן המלך,חלש - בינוני,סגור,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"-2,648,816",0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,"-2,648,816",תשלומים הוקפאו במהלך שנת הלימודים בנושא תקציבי אחד או יותר
תשעו,ירושלים,ירושלים,456939,ישיבת תורת אדם,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"364,485",0,0,0,"6,447",0,0,0,0,0,51,0,4.0,0.0,"370,932", 
תשעו,ירושלים,ירושלים,460006,תיכון רנסנס,בינוני,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,272,262",0,871,0,"153,374",0,0,0,0,0,88,0,4.0,0.0,"1,426,506", 
תשעו,ירושלים,ירושלים,460022,תיכון אקסלנס לבנות,חלש,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,329,269",0,"1,086",0,"131,364",0,0,0,0,0,118,0,5.0,0.0,"1,461,719", 
תשעו,ירושלים,ירושלים,460147,ישיבת שפע חיים צאנז,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"451,318",0,0,0,"6,341",0,0,0,0,0,61,0,3.0,0.0,"457,658", 
תשעו,ירושלים,ירושלים,460311,אלזהרא אלנמודג'יה,חלש,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"758,893",0,0,0,"41,752",0,0,0,0,0,106,0,4.0,0.0,"800,645", 
תשעו,ירושלים,ירושלים,460436,עולמות תכון חרד.בנות,חלש,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"3,059,690",0,675,"4,495","92,169",0,0,0,0,0,126,0,5.0,0.0,"3,157,029", 
תשעו,ירושלים,ירושלים,460451,ישיבת נחלת יוסף,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"557,489",0,0,0,"6,036",0,0,0,0,0,78,0,3.0,0.0,"563,525", 
תשעו,ירושלים,ירושלים,460477,אלעזיזה,חלש,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,397,487",0,0,0,"74,235",0,0,0,0,0,192,0,7.0,0.0,"1,471,721", 
תשעו,ירושלים,ירושלים,460535,"עי""ס סמהר לבנות",חלש - בינוני,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"2,028,830",0,0,0,"59,426",0,0,0,0,0,252,0,10.0,0.0,"2,088,256", 
תשעו,ירושלים,ירושלים,460550,אג'יאל אלקודס,חלש,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,724,682",0,0,0,"118,130",0,0,0,0,0,258,0,8.0,0.0,"1,842,812", 
תשעו,ירושלים,ירושלים,460584,תיכון צור באהר לבנות,חלש,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"2,896,421",0,0,0,"150,966",0,0,0,0,0,266,0,10.0,0.0,"3,047,387", 
תשעו,ירושלים,ירושלים,460592,פרומיס סקול על יסודי,חלש - בינוני,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,254,610",0,"1,197",0,"230,364",0,0,0,0,0,160,0,5.0,0.0,"1,486,171", 
תשעו,ירושלים,ירושלים,460675,על יסודי אומליסון,חלש - בינוני,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"180,689",0,0,0,"16,206",0,0,0,0,0,21,0,1.0,0.0,"196,895", 
תשעו,ירושלים,ירושלים,460709,ישיבה חיי תורה,חלש,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"304,707",0,0,0,"6,344",0,0,0,0,0,42,0,3.0,0.0,"311,051", 
תשעו,ירושלים,ירושלים,461855,בנות אלישיב,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,820,243",0,0,0,"44,988",0,0,0,0,0,102,0,3.0,0.0,"1,865,231", 
תשעו,ירושלים,ירושלים,461996,אור ברמה - בנים,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,302",0,0,212,"872,102","139,065",234,0,10.0,0.0,"1,038,468", 
תשעו,ירושלים,ירושלים,462267,"ת""ת ארץ המוריה",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,128,471",0,0,0,0,0,181,0,7.5,0.0,"1,128,471", 
תשעו,ירושלים,ירושלים,470484,"ת""ת מאורי צ'רנוביל",חלש,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,707",0,0,56,"229,957","34,766",64,0,2.5,0.0,"271,431", 
תשעו,ירושלים,ירושלים,470815,שתילים ירושלים, ,פעיל,מיוחד,יסודי ועליונה,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"1,744,864",0,"4,995,170",0,0,0,0,0,0,65,0.0,11.0,"6,740,035", 
תשעו,ירושלים,ירושלים,471995,חכמי לב,חלש - בינוני,פעיל,רגיל,"חט""ב ועליונה",יהודי,חרדי,רשמי,49,"438,855",10,19,0,0,0,0,0,0,"891,847",0,"41,333",0,"94,965",0,0,0,0,0,57,0,3.0,0.0,"1,466,999", 
תשעו,ירושלים,ירושלים,475673,תלמוד תורה שפתי חיים, ,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,669",0,0,60,"247,312","41,719",61,0,3.0,0.0,"295,701", 
תשעו,ירושלים,ירושלים,475780,עלה ירושלים, ,פעיל,מיוחד,יסודי ועליונה,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"138,487",0,"361,351",0,0,0,0,0,0,0,0.0,1.0,"499,837",תקצוב גבוה - מוסד רפואי
תשעו,ירושלים,ירושלים,476366,שירה חדשה, ,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"356,918",0,0,0,0,0,73,0,3.0,0.0,"356,918", 
תשעו,ירושלים,ירושלים,476549,בית ספר תיכון רוואד, ,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"338,537",0,0,0,"20,379",0,0,0,0,0,51,0,3.0,0.0,"358,916", 
תשעו,ירושלים,ירושלים,477091,ישיבת בית אשר, ,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"2,110,249",0,0,0,"77,652",0,0,0,0,0,91,0,4.0,0.0,"2,187,902", 
תשעו,ירושלים,ירושלים,477679,בנות אסתר, ,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"444,134",0,0,0,0,0,64,0,3.0,0.0,"444,134", 
תשעו,ירושלים,ירושלים,477901,מקיף בית חנינה לבנות,חלש,פעיל,רגיל,"חט""ב ועליונה",ערבי,ממלכתי,רשמי,632,"5,660,077",99,200,0,0,0,0,0,0,"3,077,439",0,"995,796",0,"337,320",0,0,0,0,0,795,0,27.0,0.0,"10,070,631", 
תשעו,ירושלים,ירושלים,478875,לפידות, ,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"891,141",0,0,0,"32,061",0,0,0,0,0,61,0,3.0,0.0,"923,202", 
תשעו,ירושלים,ירושלים,478909,בית ספר יסודי נור אל, ,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,222,159",0,0,0,0,0,323,0,11.5,0.0,"1,222,159", 
תשעו,ירושלים,ירושלים,499566,ישיבת בארות החיים,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"604,232",0,0,0,"6,267",0,0,0,0,0,75,0,4.0,0.0,"610,500", 
תשעו,ירושלים,ירושלים,499632,אמרי משה,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"336,267",0,0,0,"6,312",0,0,0,0,0,46,0,3.0,0.0,"342,580", 
תשעו,ירושלים,ירושלים,499814,תפארת ברוך,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"791,998",0,0,0,"7,442",0,0,0,0,0,115,0,3.0,0.0,"799,440", 
תשעו,ירושלים,ירושלים,499897,"בי""ס אשרקאת אלג'ד",חלש - בינוני,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"425,971",0,0,0,0,0,76,0,3.5,0.0,"425,971", 
תשעו,ירושלים,ירושלים,499905,בית התפוצות,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"300,874",0,0,0,"6,839",0,0,0,0,0,0,0,0.0,0.0,"307,713",תשלומים הוקפאו במהלך שנת הלימודים בנושא תקציבי אחד או יותר
תשעו,ירושלים,ירושלים,499913,בית ספר אלמלאק אלסגי,חלש - בינוני,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"424,563",0,0,0,0,0,123,0,3.0,0.0,"424,563", 
תשעו,ירושלים,ירושלים,499970,תלמוד תורה נתיבות דוד, ,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,874",0,0,67,"273,345","41,719",73,0,3.0,0.0,"321,939", 
תשעו,ירושלים,ירושלים,511311,החינוך מכון להוראה,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,827",0,0,189,"776,648","111,252",193,0,8.0,0.0,"896,726", 
תשעו,ירושלים,ירושלים,511550,אום טובה לבנות,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,רשמי,919,"7,317,268",176,153,0,0,0,0,0,0,0,0,"987,752",0,"62,951",0,0,0,0,0,558,19,21.0,2.0,"8,367,971", 
תשעו,ירושלים,ירושלים,511592,סואחרה יסודי,חלש,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,רשמי,611,"4,860,722",105,92,0,0,0,0,0,0,0,0,"632,328",0,"106,186",0,0,0,0,0,317,20,13.0,2.0,"5,599,237", 
תשעו,ירושלים,ירושלים,511626,"ת""ת בית רבן",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,רשמי,281,"2,207,647",46,47,0,0,0,0,0,0,0,0,"184,461",0,"171,217",0,0,0,0,0,112,0,4.0,0.0,"2,563,325", 
